nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp
7439,4,1,5,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7439,5,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7440,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7440,2,2,2,12,"[30, +)",2,trabaja,2,9,NA,NA,3,2200,NA
7440,3,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
7440,5,1,4,5,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7440,13,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7441,1,1,4,5,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7441,3,2,7,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,1,1900,NA
7441,13,2,4,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
7441,14,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7441,15,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
7442,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7442,2,3,7,1,"[30, +)",2,trabaja,1,1,NA,NA,NA,600,NA
7442,3,3,4,2,NA,1,trabaja,2,8,NA,NA,NA,NA,NA
7443,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7443,2,5,5,1,"[30, +)",2,desocupado,NA,NA,6000,NA,3,1500,NA
7443,5,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7443,6,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7443,7,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7444,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7444,4,1,2,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7444,5,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7444,13,2,2,1,"[30, +)",2,trabaja,6,9,NA,NA,NA,1300,NA
7444,14,2,4,2,"[21,30)",1,trabaja,6,9,NA,NA,NA,NA,NA
7445,1,1,3,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7445,2,4,2,1,"[30, +)",1,trabaja,6,9,NA,NA,3,4300,NA
7445,6,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7445,7,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7445,8,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7446,1,1,2,3,"[12,15)",1,nada,NA,NA,1200,NA,NA,NA,NA
7446,2,2,2,1,NA,1,trabaja,1,9,NA,NA,NA,NA,NA
7446,3,2,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,5100,NA
7446,5,1,4,3,"[15, 18)",2,nada,NA,NA,NA,NA,NA,NA,NA
7446,7,1,5,3,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
7446,8,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7446,9,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7446,11,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7449,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7449,2,3,7,1,"[30, +)",1,trabaja,1,2,NA,NA,NA,180,NA
7449,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
7450,1,1,4,7,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7450,2,3,2,1,NA,1,trabaja,1,4,NA,NA,NA,NA,NA
7450,3,3,2,2,NA,2,t.hogar,NA,NA,2800,NA,NA,NA,NA
7450,4,1,4,3,"[30, +)",2,trabaja,2,9,NA,NA,NA,300,NA
7451,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7451,3,5,2,1,"[30, +)",2,trabaja,5,5,NA,NA,NA,1700,NA
7451,6,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7452,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7452,2,3,5,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
7452,3,3,4,2,"[30, +)",2,trabaja,6,9,NA,NA,NA,1200,NA
7453,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7453,2,2,4,12,"[21,30)",1,trabaja,1,9,NA,NA,NA,NA,NA
7453,3,2,4,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,1600,NA
7453,4,1,2,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7453,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7453,6,5,2,12,NA,1,jubilado,NA,NA,5000,NA,NA,NA,NA
7454,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7454,2,4,4,1,"[30, +)",2,trabaja,2,9,NA,NA,3,2000,NA
7454,3,1,4,4,"[15, 18)",1,trabaja,2,5,NA,NA,NA,NA,NA
7454,5,1,4,4,"[18,21)",1,trabaja,1,1,NA,NA,NA,NA,NA
7454,6,1,7,4,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7454,7,1,2,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7455,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7455,3,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
7455,4,1,2,5,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7455,13,2,4,1,"[30, +)",1,trabaja,1,9,NA,NA,NA,NA,NA
7456,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7456,2,2,4,1,"[30, +)",2,trabaja,6,5,NA,NA,3,1800,NA
7456,5,1,4,4,"[15, 18)",1,trabaja,2,9,NA,NA,NA,NA,NA
7456,6,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7456,13,1,NA,4,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
7457,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7457,2,1,4,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,1200,NA
7457,3,1,4,12,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
7458,1,1,4,3,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
7458,2,3,5,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,2060,NA
7458,3,3,5,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
7458,4,1,4,3,"[21,30)",1,trabaja,6,9,NA,NA,NA,NA,NA
7458,5,1,7,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7458,6,1,4,3,"[18,21)",1,trabaja,5,9,NA,NA,NA,NA,NA
7458,7,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7458,8,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7458,9,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7459,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7459,2,3,2,1,"[30, +)",1,trabaja,5,5,NA,NA,NA,NA,NA
7459,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2102,NA
7459,4,1,4,3,"[21,30)",2,nada,NA,NA,NA,NA,NA,NA,NA
7459,13,1,NA,7,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
7461,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7461,2,3,2,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,750,NA
7461,3,3,2,2,"[30, +)",2,trabaja,5,9,NA,NA,NA,750,NA
7461,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7462,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7462,2,3,4,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,1800,NA
7462,5,1,5,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7462,7,5,2,8,NA,2,jubilado,NA,NA,999999,NA,NA,NA,NA
7464,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7464,2,3,2,1,NA,1,trabaja,1,7,NA,NA,NA,650,NA
7464,3,3,4,2,NA,2,trabaja,1,3,NA,NA,NA,650,NA
7464,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7465,1,1,5,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7465,2,3,2,1,NA,1,pensionista,NA,NA,4200,NA,NA,NA,NA
7465,3,3,2,2,"[30, +)",2,trabaja,2,9,NA,NA,3,1360,NA
7465,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7465,7,1,2,5,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7466,1,1,4,5,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7466,2,3,4,2,"[30, +)",2,trabaja,5,5,NA,NA,NA,1640,NA
7466,3,1,4,5,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7466,13,4,4,1,NA,1,trabaja,1,7,NA,NA,NA,NA,NA
7467,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7467,2,3,2,1,"[30, +)",1,trabaja,1,1,NA,NA,NA,178,NA
7467,3,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
7467,4,1,4,3,"[18,21)",1,trabaja,2,5,NA,NA,NA,NA,NA
7468,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7468,2,3,2,1,"[30, +)",1,trabaja,1,5,NA,NA,NA,NA,NA
7468,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,1658,NA
7468,13,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
7469,1,1,4,2,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7469,2,1,4,1,"[30, +)",2,trabaja,6,5,NA,NA,NA,814,NA
7470,1,1,2,5,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7470,3,2,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,1500,NA
7470,4,1,2,5,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7470,5,1,2,5,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7470,13,2,2,1,NA,1,trabaja,2,5,NA,NA,NA,NA,NA
7471,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7471,2,3,4,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
7471,3,3,4,2,"[30, +)",2,trabaja,6,9,NA,NA,NA,1200,NA
7471,4,1,4,3,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7471,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7472,1,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7472,2,3,4,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
7472,3,3,4,2,"[30, +)",2,trabaja,6,9,NA,NA,NA,1200,NA
7472,4,1,4,3,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7472,5,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7473,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7473,2,2,4,1,"[30, +)",1,trabaja,1,9,NA,NA,NA,NA,NA
7473,3,2,4,12,"[21,30)",2,trabaja,1,5,NA,NA,NA,800,NA
7474,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7474,2,3,6,1,"[30, +)",1,trabaja,1,3,NA,NA,NA,NA,NA
7474,3,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,9000,NA
7474,4,1,4,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7476,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7476,2,2,2,2,"[30, +)",2,trabaja,NA,9,NA,NA,3,2200,NA
7476,3,2,2,1,NA,1,desocupado,NA,NA,NA,NA,NA,NA,NA
7476,5,1,4,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7476,6,1,4,3,"[15, 18)",2,nada,NA,NA,NA,NA,NA,NA,NA
7476,7,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7476,8,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7476,9,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7477,1,1,5,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7477,4,1,5,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7477,13,3,4,1,"[30, +)",1,trabaja,6,5,NA,NA,NA,3200,NA
7477,14,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7479,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7479,2,3,4,1,NA,1,trabaja,1,1,NA,NA,NA,300,NA
7479,3,3,5,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
7479,4,1,4,3,"[21,30)",2,trabaja,1,1,NA,NA,NA,NA,NA
7480,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7480,4,1,2,1,NA,2,pensionista,NA,NA,1200,NA,NA,NA,NA
7480,5,1,4,7,"[21,30)",1,nada,NA,NA,NA,NA,NA,NA,NA
7483,1,1,4,13,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7483,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,1600,NA
7483,3,3,4,2,"[30, +)",2,nada,NA,NA,NA,NA,NA,NA,NA
7483,13,1,1,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
7484,1,1,4,3,"[12,15)",1,trabaja,6,9,NA,NA,NA,NA,NA
7484,2,2,2,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
7484,3,2,4,12,"[30, +)",2,trabaja,6,9,NA,NA,3,2300,NA
7484,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7484,13,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7485,1,1,5,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7485,2,3,4,1,NA,1,trabaja,2,9,NA,NA,NA,NA,NA
7485,3,3,5,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,1200,NA
7485,5,1,4,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7487,1,1,2,4,"[15, 18)",1,trabaja,6,9,NA,NA,NA,NA,NA
7487,3,5,2,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
7488,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7488,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
7488,3,3,4,2,"[30, +)",2,trabaja,6,5,NA,NA,NA,1680,NA
7488,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7489,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7489,2,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,1700,NA
7489,3,2,4,12,"[30, +)",2,trabaja,2,9,NA,NA,2,NA,NA
7489,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7490,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7490,2,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
7490,3,2,4,13,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2044,NA
7490,4,1,7,5,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7490,5,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7490,13,1,1,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
7491,1,1,2,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7491,2,3,2,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
7491,3,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2600,NA
7491,9,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7491,10,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7491,11,1,4,5,"[15, 18)",1,trabaja,9,99,NA,NA,NA,NA,NA
7491,13,1,NA,7,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
7492,1,1,3,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7492,2,2,2,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
7492,3,2,2,12,"[30, +)",2,trabaja,6,9,NA,NA,3,1900,NA
7492,4,1,5,3,"[15, 18)",1,trabaja,2,9,NA,NA,NA,NA,NA
7492,5,1,5,3,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
7492,6,1,3,3,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
7492,7,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7492,8,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7492,9,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7493,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7493,2,1,2,1,"[30, +)",2,desocupado,NA,NA,NA,NA,3,2300,NA
7493,4,1,2,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7493,5,1,2,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7493,6,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7493,7,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
7493,13,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
7494,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7494,2,3,4,1,NA,1,trabaja,1,1,NA,NA,NA,NA,NA
7494,3,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,1700,NA
7494,6,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7495,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7495,2,3,2,1,NA,1,pensionista,NA,NA,999999,NA,NA,NA,NA
7495,3,3,2,2,"[30, +)",2,trabaja,1,9,NA,NA,NA,NA,NA
7495,4,1,4,3,"[21,30)",1,trabaja,1,10,NA,NA,NA,400,NA
7495,5,1,4,3,"[21,30)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7496,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7496,2,1,4,1,NA,1,trabaja,1,5,NA,NA,NA,NA,NA
7496,3,3,2,3,"[30, +)",2,trabaja,9,99,NA,NA,NA,2390,NA
7496,4,1,2,5,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
7496,5,1,4,3,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7496,6,1,3,3,"[21,30)",1,nada,NA,NA,1200,NA,NA,NA,NA
7496,7,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7496,8,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7496,9,1,4,3,"[18,21)",1,nada,NA,NA,NA,NA,NA,NA,NA
7497,1,1,5,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7497,3,4,2,1,"[30, +)",2,t.hogar,NA,NA,3000,NA,NA,3600,NA
7497,4,1,5,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7497,5,1,5,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
7497,6,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7497,7,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7497,13,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7497,14,1,1,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
7498,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7498,2,2,2,2,"[30, +)",2,trabaja,6,9,NA,NA,NA,2554,NA
7498,3,1,4,5,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7498,4,1,2,5,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7498,13,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7498,14,2,2,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
7499,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7499,2,1,2,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
7499,3,1,4,2,"[30, +)",2,trabaja,2,9,NA,NA,3,1350,NA
7499,4,1,5,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7499,5,1,5,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7499,6,1,5,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7499,7,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7500,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7500,3,4,4,1,"[30, +)",2,t.hogar,NA,NA,4200,NA,3,2044,NA
7500,4,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7500,5,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
7501,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7501,2,3,6,1,"[30, +)",1,trabaja,1,3,NA,NA,NA,NA,NA
7501,7,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7501,8,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7502,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7502,2,3,4,1,"[30, +)",1,trabaja,1,4,NA,NA,NA,NA,NA
7502,3,3,4,2,"[30, +)",2,trabaja,1,4,NA,NA,NA,NA,NA
7502,4,1,9,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
7502,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7503,1,1,3,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7503,2,2,1,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,8000,NA
7503,3,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
7503,4,2,2,5,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7503,6,1,2,3,"[15, 18)",1,trabaja,2,9,NA,NA,NA,NA,NA
7503,7,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7503,13,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
7503,14,1,1,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
7504,1,1,2,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7504,2,3,4,1,"[30, +)",1,trabaja,6,5,NA,NA,NA,NA,NA
7504,3,3,9,2,"[30, +)",2,trabaja,1,3,NA,NA,NA,9000,NA
7504,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7504,5,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7505,1,1,4,7,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7505,2,3,2,1,NA,1,jubilado,NA,NA,4400,NA,NA,NA,NA
7505,3,3,2,2,NA,2,t.hogar,NA,NA,NA,NA,NA,NA,NA
7505,4,1,7,3,"[30, +)",2,trabaja,1,1,NA,NA,NA,700,NA
7505,5,1,2,7,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7505,13,9,4,6,"[30, +)",1,trabaja,1,1,NA,NA,NA,NA,NA
7506,1,1,4,5,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7506,2,2,4,1,"[30, +)",1,trabaja,1,5,NA,NA,3,2000,NA
7506,3,2,4,2,"[30, +)",2,trabaja,1,5,NA,NA,NA,NA,NA
7506,4,1,2,5,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7507,1,1,1,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
7507,3,1,9,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,1322,NA
7507,4,1,10,4,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7507,13,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
7507,14,3,5,8,NA,2,trabaja,2,9,NA,NA,NA,NA,NA
7508,1,1,4,4,"[12,15)",1,NA,NA,NA,2200,NA,NA,NA,NA
7508,2,3,2,1,"[30, +)",2,trabaja,1,5,NA,NA,NA,NA,NA
7508,3,1,4,4,"[18,21)",2,estudia,NA,NA,2300,NA,NA,NA,NA
7508,13,1,NA,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
7508,14,3,2,2,"[30, +)",1,trabaja,2,9,NA,NA,NA,1500,NA
7508,15,5,2,8,NA,2,pensionista,NA,NA,1800,NA,NA,NA,NA
7509,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7509,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
7509,3,3,7,2,"[30, +)",2,trabaja,1,3,NA,NA,NA,466,NA
7509,4,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7509,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7510,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7510,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
7510,3,3,7,2,"[30, +)",2,trabaja,1,3,NA,NA,NA,466,NA
7510,4,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
7510,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
7513,1,1,4,7,"[12,15)",1,estudia,NA,NA,2000,NA,NA,NA,NA
7513,2,3,5,1,NA,1,jubilado,NA,NA,4000,NA,NA,NA,NA
7513,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
7513,4,4,4,3,"[21,30)",2,desocupado,NA,NA,NA,NA,NA,2044,NA
7513,6,1,2,7,"[6,12)",1,NA,NA,NA,1400,NA,NA,NA,NA
