nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp
1221,8,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1221,9,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1222,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1222,2,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,1,NA,NA
1222,3,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,1,NA,NA
1222,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1222,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1222,13,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
1226,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1226,2,3,9,1,NA,1,trabaja,1,3,NA,NA,1,NA,NA
1226,3,3,10,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1226,4,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1226,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1227,1,1,2,7,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1227,13,2,2,1,NA,2,trabaja,2,5,5300,NA,3,886,NA
1227,14,2,2,2,NA,1,trabaja,6,9,NA,NA,NA,NA,NA
1228,1,1,2,3,"[12,15)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
1228,2,4,2,1,"[30, +)",2,trabaja,2,99,NA,NA,3,2400,NA
1228,5,1,4,3,"[15, 18)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
1228,6,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1228,13,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1228,14,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1228,15,4,2,3,NA,2,pensionista,NA,NA,7000,NA,NA,NA,NA
1229,1,1,2,3,"[12,15)",1,NA,NA,NA,0,0,NA,NA,NA
1229,2,3,2,1,"[30, +)",1,trabaja,6,6,0,0,NA,NA,NA
1229,3,3,2,2,"[30, +)",2,trabaja,2,5,NA,NA,3,2044,NA
1229,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1229,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1230,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1230,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,2,NA,NA
1230,3,3,4,2,"[21,30)",2,trabaja,2,5,NA,NA,2,NA,NA
1230,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1231,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1231,2,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
1231,3,3,4,1,"[30, +)",1,trabaja,2,4,NA,NA,NA,NA,NA
1233,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1233,2,3,10,2,"[30, +)",1,trabaja,1,1,0,0,1,800,2
1233,3,3,10,1,"[30, +)",2,trabaja,2,3,0,0,1,NA,2
1233,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1235,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1235,2,4,4,1,"[21,30)",2,trabaja,6,5,NA,NA,NA,3400,NA
1235,8,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1235,9,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1235,13,1,2,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1235,14,1,NA,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1237,1,1,2,5,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1237,2,2,2,2,"[30, +)",2,trabaja,2,5,NA,NA,1,NA,NA
1237,9,2,4,1,"[21,30)",1,trabaja,2,9,NA,NA,1,NA,NA
1238,1,1,4,7,"[12,15)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1238,2,1,4,3,"[21,30)",2,trabaja,2,5,NA,NA,1,700,1600
1238,3,3,4,1,NA,2,trabaja,2,9,NA,NA,1,NA,NA
1238,4,3,4,2,NA,1,trabaja,2,9,999999,NA,1,NA,NA
1239,1,1,2,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1239,3,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1239,13,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1239,14,1,1,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1239,15,4,2,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,2044,NA
1240,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1240,2,3,4,2,"[30, +)",1,trabaja,2,9,NA,NA,1,NA,NA
1240,3,3,9,1,"[30, +)",2,trabaja,2,4,NA,NA,1,NA,NA
1240,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1243,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1243,2,3,10,2,"[30, +)",2,trabaja,4,2,NA,NA,1,350,NA
1243,3,1,10,3,"[21,30)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1243,4,3,10,1,"[30, +)",1,trabaja,2,5,NA,NA,1,NA,NA
1244,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1244,2,3,4,2,"[30, +)",2,trabaja,5,5,4000,NA,1,2000,NA
1244,3,3,4,1,"[30, +)",1,trabaja,2,8,NA,NA,NA,NA,NA
1244,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1244,13,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1245,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1245,2,3,4,2,"[30, +)",2,trabaja,5,5,NA,NA,1,NA,NA
1245,3,3,4,1,"[30, +)",1,trabaja,2,7,NA,NA,1,NA,NA
1245,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1245,13,1,NA,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
1246,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1246,2,4,4,1,"[30, +)",2,trabaja,6,5,NA,NA,1,NA,NA
1246,4,1,4,4,"[15, 18)",2,trabaja,NA,NA,NA,NA,NA,NA,NA
1247,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1247,2,3,10,1,"[30, +)",2,trabaja,4,2,NA,NA,NA,NA,NA
1247,3,3,10,2,"[30, +)",1,trabaja,2,2,NA,NA,NA,NA,NA
1247,13,5,4,8,NA,2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1248,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1248,2,4,5,1,NA,2,trabaja,2,5,6000,NA,NA,700,NA
1248,13,1,2,10,NA,2,trabaja,2,5,NA,NA,NA,NA,NA
1249,1,1,5,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1249,2,2,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,1600,NA
1249,13,2,5,1,"[30, +)",1,trabaja,2,3,NA,NA,1,NA,NA
1249,14,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
1249,15,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
1250,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1250,4,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1250,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1250,7,2,4,1,NA,1,trabaja,2,7,NA,NA,NA,NA,NA
1253,1,1,5,13,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1253,2,3,2,1,NA,2,trabaja,6,9,999999,NA,1,NA,NA
1253,3,1,4,4,"[30, +)",1,trabaja,1,1,NA,NA,NA,NA,NA
1254,1,1,5,4,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
1254,2,4,2,1,NA,2,trabaja,2,5,NA,NA,3,1300,NA
1255,1,1,5,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1255,2,4,4,1,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
1256,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1256,2,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,1,1900,NA
1256,3,3,5,1,"[30, +)",1,trabaja,6,5,NA,NA,1,NA,NA
1256,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1256,5,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1258,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1258,3,1,4,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,866,NA
1259,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1259,2,4,7,1,"[30, +)",2,trabaja,1,2,NA,NA,1,100,NA
1259,13,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1260,1,1,2,3,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
1260,2,2,2,2,"[30, +)",2,trabaja,2,9,NA,NA,1,999999,NA
1260,3,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,1,NA,NA
1260,4,5,NA,8,NA,2,jubilado,NA,NA,999999,NA,NA,NA,NA
1260,9,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1262,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1262,2,4,2,1,"[30, +)",2,trabaja,6,9,NA,NA,3,3600,NA
1262,3,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1262,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1262,5,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1262,6,1,2,4,"[15, 18)",1,trabaja,6,9,NA,NA,NA,NA,NA
1262,9,1,4,4,"[15, 18)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1262,13,1,1,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1262,14,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
1262,15,1,NA,4,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
1262,16,1,1,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1263,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1263,2,4,5,1,"[30, +)",2,trabaja,1,NA,NA,NA,3,2300,NA
1263,3,1,4,4,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
1263,13,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
1264,1,1,2,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1264,2,4,2,1,"[30, +)",2,trabaja,2,5,NA,NA,3,1680,NA
1264,3,1,5,4,"[18,21)",2,trabaja,2,7,NA,NA,NA,866,NA
1264,13,1,NA,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1264,14,1,NA,7,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
1266,1,1,2,7,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1266,2,5,2,1,NA,2,pensionista,NA,NA,4700,NA,1,NA,NA
1266,5,1,5,7,"[18,21)",1,trabaja,2,9,NA,NA,1,NA,NA
1266,6,1,2,7,"[18,21)",1,trabaja,2,9,NA,NA,1,NA,NA
1268,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1268,3,4,2,1,"[30, +)",2,trabaja,2,9,NA,NA,1,2020,NA
1268,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1268,5,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1269,1,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1269,2,3,2,1,"[30, +)",2,trabaja,2,9,NA,NA,3,1680,NA
1269,3,1,4,13,NA,2,jubilado,NA,NA,14000,NA,1,NA,NA
1269,4,1,10,4,"[21,30)",2,trabaja,2,9,NA,NA,1,NA,NA
1269,5,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1271,1,1,4,10,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
1271,2,4,1,8,NA,2,t.hogar,NA,NA,NA,NA,3,1600,NA
1271,4,2,4,1,"[21,30)",1,trabaja,6,5,NA,NA,NA,800,NA
1271,5,1,4,10,"[18,21)",1,nada,NA,NA,NA,NA,NA,NA,NA
1271,6,1,2,10,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1271,13,2,4,2,"[18,21)",2,nada,NA,NA,NA,NA,NA,NA,NA
1271,14,1,NA,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
1272,1,1,2,7,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1272,2,3,NA,1,NA,2,t.hogar,NA,NA,NA,NA,3,760,NA
1272,13,3,4,2,"[30, +)",1,trabaja,5,8,NA,NA,NA,NA,NA
1273,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1273,2,1,4,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
1273,3,1,4,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,2550,NA
1273,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1273,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1273,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1274,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1274,2,1,4,1,"[30, +)",2,trabaja,2,9,0,7000,1,1312,2
1274,4,4,2,8,NA,2,trabaja,2,9,0,0,1,NA,2
1274,5,1,4,10,"[21,30)",1,trabaja,2,3,0,0,1,NA,2
1274,6,1,2,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1275,1,1,4,4,"[12,15)",2,estudia,NA,NA,0,0,1,NA,2
1275,3,4,4,1,"[30, +)",2,trabaja,2,5,0,0,1,800,2
1275,4,1,4,4,"[21,30)",2,trabaja,2,5,0,0,1,NA,2
1277,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1277,3,3,7,1,"[30, +)",2,trabaja,1,1,NA,NA,1,NA,NA
1277,13,3,7,2,NA,1,trabaja,1,1,15000,NA,1,NA,NA
1278,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1278,2,3,4,2,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
1278,3,3,9,1,"[30, +)",2,trabaja,2,4,NA,NA,NA,NA,NA
1278,4,1,10,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1279,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1279,2,2,7,1,"[30, +)",2,trabaja,1,1,NA,NA,NA,600,NA
1279,3,2,7,2,"[30, +)",1,trabaja,1,1,NA,NA,NA,NA,NA
1279,5,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1280,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,1,NA,NA
1280,2,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,1,NA,NA
1280,3,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,1,NA,NA
1280,4,3,4,2,"[30, +)",2,trabaja,1,4,NA,NA,1,NA,NA
1281,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1281,2,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1281,3,3,4,2,"[30, +)",1,trabaja,2,5,NA,NA,1,NA,NA
1281,4,3,4,1,"[30, +)",2,trabaja,1,4,NA,NA,1,NA,NA
1282,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1282,2,3,4,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
1282,3,3,2,2,"[30, +)",2,t.hogar,NA,NA,2000,NA,NA,NA,NA
1285,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1285,2,3,5,1,"[30, +)",1,trabaja,1,1,NA,NA,NA,250,NA
1285,3,3,5,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1285,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1286,1,1,1,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1286,2,2,1,2,"[30, +)",2,trabaja,2,7,NA,NA,NA,1200,NA
1286,3,2,5,1,"[30, +)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
1286,4,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1287,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1287,2,2,2,1,"[30, +)",1,trabaja,2,6,NA,NA,NA,650,2000
1287,3,2,2,2,"[21,30)",2,trabaja,2,9,NA,NA,NA,NA,NA
1287,4,2,4,9,NA,2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1287,5,1,2,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1287,7,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1288,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1288,2,3,4,1,"[30, +)",1,trabaja,1,3,NA,NA,NA,NA,NA
1288,3,3,7,2,"[30, +)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1288,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1289,1,1,2,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1289,2,3,2,1,NA,1,trabaja,6,5,NA,NA,NA,NA,NA
1289,3,3,2,2,"[30, +)",2,trabaja,2,4,NA,NA,NA,350,NA
1290,1,1,4,5,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1290,2,2,5,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
1290,3,2,5,2,"[30, +)",2,trabaja,2,5,NA,NA,NA,1300,NA
1290,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1290,13,5,4,8,NA,2,pensionista,NA,NA,1000,NA,NA,NA,NA
1293,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1293,2,2,4,1,"[30, +)",2,trabaja,1,5,NA,NA,NA,NA,NA
1293,3,2,2,2,NA,1,trabaja,1,3,NA,NA,NA,NA,NA
1293,4,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1293,13,1,1,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1294,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1294,2,3,4,1,"[30, +)",1,trabaja,6,5,NA,NA,NA,NA,NA
1294,3,3,4,2,"[30, +)",2,trabaja,6,5,NA,NA,NA,712,NA
1295,1,1,3,4,"[12,15)",2,nada,NA,NA,NA,NA,NA,NA,NA
1295,2,2,5,1,"[30, +)",2,trabaja,6,5,NA,NA,3,1590,NA
1295,6,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1295,13,5,1,9,NA,2,t.hogar,NA,NA,999999,NA,1,NA,NA
1295,14,2,5,2,"[30, +)",1,trabaja,6,5,NA,NA,1,NA,NA
1295,15,1,4,11,"[21,30)",2,trabaja,2,5,NA,NA,1,NA,NA
1295,16,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1296,1,1,3,7,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1296,2,1,4,3,"[30, +)",2,trabaja,2,9,NA,NA,1,2700,2000
1296,3,5,1,1,NA,2,pensionista,NA,NA,999999,NA,NA,NA,NA
1296,4,1,4,3,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
1296,5,1,4,7,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
1296,6,1,4,7,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1301,1,1,4,7,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1301,2,2,2,2,NA,1,trabaja,6,5,NA,NA,NA,NA,NA
1301,3,2,2,1,NA,2,trabaja,6,5,5000,NA,NA,1200,NA
1301,4,1,4,3,"[30, +)",2,trabaja,2,5,NA,NA,NA,1000,NA
1301,5,1,2,7,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1301,13,1,1,7,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1302,1,1,2,7,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1302,2,3,2,1,NA,1,jubilado,NA,NA,7000,NA,NA,NA,NA
1302,3,3,2,2,NA,2,t.hogar,NA,NA,NA,NA,NA,1200,NA
1302,6,1,4,3,"[21,30)",1,trabaja,2,5,NA,NA,NA,NA,NA
1302,8,1,4,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1302,13,1,2,7,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1302,14,1,2,7,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1303,1,1,5,5,"[12,15)",1,estudia,NA,NA,NA,NA,4,NA,NA
1303,13,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,1,1800,NA
1303,14,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,4,NA,NA
1303,15,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,4,NA,NA
1303,16,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,4,NA,NA
1303,17,1,NA,3,[0-3),1,NA,NA,NA,NA,NA,4,NA,NA
1303,18,2,2,1,"[30, +)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
1304,1,1,4,5,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1304,3,2,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,1,2400,NA
1304,4,1,2,5,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1304,5,1,2,5,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1304,7,1,NA,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
1304,6,2,4,1,"[21,30)",1,trabaja,1,1,NA,NA,NA,NA,NA
1306,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1306,2,3,4,1,"[30, +)",2,trabaja,2,8,NA,NA,1,NA,NA
1306,3,3,4,2,"[30, +)",2,trabaja,4,5,NA,NA,1,1200,NA
1306,4,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1307,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1307,2,3,5,1,"[30, +)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
1307,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
1307,4,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1309,1,1,5,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1309,2,3,2,1,"[30, +)",1,trabaja,6,9,NA,NA,1,NA,NA
1309,3,3,4,2,"[30, +)",2,trabaja,6,9,NA,NA,1,1250,NA
1309,4,1,5,3,"[18,21)",1,trabaja,6,9,NA,NA,1,NA,NA
1311,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1311,2,2,5,1,"[30, +)",1,trabaja,6,9,NA,NA,1,NA,NA
1311,3,2,2,2,"[30, +)",2,trabaja,2,9,NA,NA,1,2044,NA
1311,4,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
1311,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1313,1,1,5,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1313,2,3,5,1,NA,1,trabaja,1,1,NA,NA,1,NA,NA
1313,3,3,5,2,"[30, +)",2,trabaja,2,5,NA,NA,1,500,NA
1313,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1314,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1314,2,3,4,2,"[30, +)",1,trabaja,2,8,NA,NA,1,NA,1300
1314,3,3,4,1,"[30, +)",2,trabaja,2,9,NA,NA,1,NA,1700
1314,13,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
1315,1,1,5,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1315,2,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,1,990,NA
1315,3,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,1,NA,314
1315,5,1,5,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1315,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1316,1,1,3,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
1316,2,3,2,1,NA,1,trabaja,2,9,NA,NA,3,1500,NA
1316,3,1,4,3,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
1316,4,1,4,5,"[21,30)",1,nada,NA,NA,NA,NA,NA,NA,NA
1316,5,1,4,3,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
1316,6,1,4,3,"[21,30)",2,nada,NA,NA,NA,NA,NA,NA,NA
1322,2,2,2,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
1322,5,1,2,5,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1322,13,2,2,1,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
1324,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1324,2,2,2,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,2200,NA
1324,3,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
1324,4,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
1324,5,2,5,2,NA,1,trabaja,5,9,NA,NA,NA,NA,NA
1327,1,1,2,3,"[15, 18)",2,nada,NA,NA,NA,NA,NA,NA,NA
1327,2,3,2,1,"[30, +)",1,trabaja,5,7,NA,NA,NA,NA,NA
1327,3,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,2,1600,NA
1327,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
1327,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
1329,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
